2018/7/31,28.4,8,1
2018/8/1,30.3,8,1
2018/8/2,31.2,8,1
2018/8/3,30.5,8,1
2018/8/4,29.8,8,1
2018/8/5,30.4,8,1
2018/8/6,28.7,8,1
2018/8/7,22.2,8,1
2018/8/8,23.6,8,1
2018/8/9,27.4,8,1
2018/8/10,29.8,8,1
2018/8/11,28.7,8,1
2018/8/12,27.7,8,1
2018/8/13,27.5,8,1
2018/8/14,28.8,8,1
2018/8/15,29.7,8,1
2018/8/16,29.1,8,1
2018/8/17,26.3,8,1
2018/8/18,22.7,8,1
2018/8/19,23.6,8,1
2018/8/20,24.7,8,1
2018/8/21,28.2,8,1
2018/8/22,29.7,8,1
2018/8/23,29.4,8,1
2018/8/24,28.2,8,1
2018/8/25,31.1,8,1
2018/8/26,31.0,8,1
2018/8/27,29.4,8,1
2018/8/28,26.6,8,1
2018/8/29,26.1,8,1
2018/8/30,28.8,8,1
2018/8/31,28.7,8,1
2018/9/1,25.9,8,1
2018/9/2,22.1,8,1
2018/9/3,23.6,8,1
2018/9/4,26.5,8,1
2018/9/5,27.6,8,1
2018/9/6,27.6,8,1
2018/9/7,27.5,8,1
2018/9/8,28.8,8,1
2018/9/9,28.3,8,1
2018/9/10,25.5,8,1
2018/9/11,21.4,8,1
2018/9/12,21.0,8,1
2018/9/13,22.4,8,1
2018/9/14,21.9,8,1
2018/9/15,20.5,8,1
2018/9/16,23.1,8,1
2018/9/17,24.7,8,1
2018/9/18,23.3,8,1
2018/9/19,22.2,8,1
2018/9/20,19.9,8,1
2018/9/21,17.7,8,1
2018/9/22,21.5,8,1
2018/9/23,24.5,8,1
2018/9/24,24.4,8,1
2018/9/25,21.3,8,1
2018/9/26,17.7,8,1
2018/9/27,15.9,8,1
2018/9/28,19.7,8,1
2018/9/29,18.8,8,1
2018/9/30,20.4,8,1
2018/10/1,26.1,8,1
2018/10/2,22.0,8,1
2018/10/3,21.0,8,1
2018/10/4,20.1,8,1
2018/10/5,18.7,8,1
2018/10/6,23.7,8,1
2018/10/7,27.5,8,1
2018/10/8,21.9,8,1
2018/10/9,21.9,8,1
2018/10/10,22.4,8,1
2018/10/11,21.7,8,1
2018/10/12,20.0,8,1
2018/10/13,17.4,8,1
2018/10/14,16.4,8,1
2018/10/15,18.1,8,1
2018/10/16,18.4,8,1
2018/10/17,18.2,8,1
2018/10/18,17.2,8,1
2018/10/19,16.6,8,1
2018/10/20,16.6,8,1
2018/10/21,16.6,8,1
2018/10/22,16.6,8,1
2018/10/23,14.6,8,1
2018/10/24,17.7,8,1
2018/10/25,18.1,8,1
2018/10/26,18.0,8,1
2018/10/27,19.1,8,1
2018/10/28,16.9,8,1
2018/10/29,17.0,8,1
2018/10/30,17.0,8,1
2018/10/31,15.0,8,1
2018/11/1,14.7,8,1
2018/11/2,14.5,8,1
2018/11/3,14.9,8,1
2018/11/4,14.8,8,1
2018/11/5,18.0,8,1
2018/11/6,17.6,8,1
2018/11/7,16.6,8,1
2018/11/8,16.9,8,1
2018/11/9,15.6,8,1
2018/11/10,18.1,8,1
2018/11/11,16.3,8,1
2018/11/12,15.7,8,1
2018/11/13,14.9,8,1
2018/11/14,13.6,8,1
2018/11/15,12.5,8,1
2018/11/16,13.0,8,1
2018/11/17,14.9,8,1
2018/11/18,13.8,8,1
2018/11/19,13.4,8,1
2018/11/20,11.3,8,1
2018/11/21,11.6,8,1
2018/11/22,10.7,8,1
2018/11/23,10.8,8,1
2018/11/24,9.4,8,1
2018/11/25,10.1,8,1
2018/11/26,12.4,8,1
2018/11/27,13.8,8,1
2018/11/28,14.1,8,1
2018/11/29,12.8,8,1
2018/11/30,12.4,8,1
2018/12/1,12.0,8,1
2018/12/2,10.0,8,1
2018/12/3,13.2,8,1
2018/12/4,17.7,8,1
2018/12/5,16.8,8,1
2018/12/6,10.1,8,1
2018/12/7,12.2,8,1
2018/12/8,9.3,8,1
2018/12/9,7.8,8,1
2018/12/10,5.9,8,1
2018/12/11,4.7,8,1
2018/12/12,6.9,8,1
2018/12/13,6.7,8,1
2018/12/14,6.3,8,1
2018/12/15,6.1,8,1
2018/12/16,3.3,8,1
2018/12/17,6.6,8,1
2018/12/18,8.9,8,1
2018/12/19,8.2,8,1
2018/12/20,8.7,8,1
2018/12/21,8.9,8,1
2018/12/22,9.0,8,1
2018/12/23,9.9,8,1
2018/12/24,8.2,8,1
2018/12/25,5.8,8,1
2018/12/26,7.3,8,1
2018/12/27,9.0,8,1
2018/12/28,4.8,8,1
2018/12/29,4.3,8,1
2018/12/30,4.8,8,1
2018/12/31,4.9,8,1
