2018/1/1,6.2,8,1
2018/1/2,6.1,8,1
2018/1/3,4.9,8,1
2018/1/4,4.7,8,1
2018/1/5,3.7,8,1
2018/1/6,4.6,8,1
2018/1/7,6.3,8,1
2018/1/8,5.5,8,1
2018/1/9,8.5,8,1
2018/1/10,7.5,8,1
2018/1/11,5.3,8,1
2018/1/12,2.7,8,1
2018/1/13,2.7,8,1
2018/1/14,4.1,8,1
2018/1/15,4.2,8,1
2018/1/16,7.1,8,1
2018/1/17,6.9,8,1
2018/1/18,8.3,8,1
2018/1/19,8.4,8,1
2018/1/20,6.3,8,1
2018/1/21,7.0,8,1
2018/1/22,1.7,8,1
2018/1/23,3.7,8,1
2018/1/24,2.2,8,1
2018/1/25,0.0,8,1
2018/1/26,0.5,8,1
2018/1/27,2.6,8,1
2018/1/28,1.7,8,1
2018/1/29,3.7,8,1
2018/1/30,3.3,8,1
2018/1/31,3.9,8,1
2018/2/1,3.0,8,1
2018/2/2,1.9,8,1
2018/2/3,4.5,8,1
2018/2/4,5.4,8,1
2018/2/5,4.3,8,1
2018/2/6,3.3,8,1
2018/2/7,3.4,8,1
2018/2/8,3.6,8,1
2018/2/9,4.2,8,1
2018/2/10,7.0,8,1
2018/2/11,8.5,8,1
2018/2/12,4.4,8,1
2018/2/13,3.9,8,1
2018/2/14,6.0,8,1
2018/2/15,9.6,8,1
2018/2/16,6.3,8,1
2018/2/17,5.8,8,1
2018/2/18,3.5,8,1
2018/2/19,5.7,8,1
2018/2/20,7.5,8,1
2018/2/21,5.9,8,1
2018/2/22,2.7,8,1
2018/2/23,3.7,8,1
2018/2/24,7.4,8,1
2018/2/25,5.6,8,1
2018/2/26,6.0,8,1
2018/2/27,7.7,8,1
2018/2/28,9.1,8,1
2018/3/1,12.4,8,1
2018/3/2,9.4,8,1
2018/3/3,9.7,8,1
2018/3/4,13.9,8,1
2018/3/5,15.6,8,1
2018/3/6,8.3,8,1
2018/3/7,5.2,8,1
2018/3/8,5.9,8,1
2018/3/9,11.6,8,1
2018/3/10,7.3,8,1
2018/3/11,9.2,8,1
2018/3/12,9.9,8,1
2018/3/13,11.6,8,1
2018/3/14,14.3,8,1
2018/3/15,15.9,8,1
2018/3/16,13.2,8,1
2018/3/17,7.4,8,1
2018/3/18,11.3,8,1
2018/3/19,13.0,8,1
2018/3/20,8.4,8,1
2018/3/21,3.8,8,1
2018/3/22,9.5,8,1
2018/3/23,11.9,8,1
2018/3/24,11.3,8,1
2018/3/25,13.0,8,1
2018/3/26,14.1,8,1
2018/3/27,15.7,8,1
2018/3/28,17.2,8,1
2018/3/29,18.1,8,1
2018/3/30,13.8,8,1
2018/3/31,13.4,8,1
2018/4/1,16.0,8,1
2018/4/2,17.9,8,1
2018/4/3,17.9,8,1
2018/4/4,20.1,8,1
2018/4/5,13.3,8,1
2018/4/6,18.1,8,1
2018/4/7,16.2,8,1
2018/4/8,11.9,8,1
2018/4/9,13.7,8,1
2018/4/10,13.6,8,1
2018/4/11,17.6,8,1
2018/4/12,19.1,8,1
2018/4/13,15.5,8,1
2018/4/14,15.2,8,1
2018/4/15,17.9,8,1
2018/4/16,14.7,8,1
2018/4/17,12.7,8,1
2018/4/18,12.7,8,1
2018/4/19,16.2,8,1
2018/4/20,18.7,8,1
2018/4/21,18.9,8,1
2018/4/22,20.5,8,1
2018/4/23,16.5,8,1
2018/4/24,18.0,8,1
2018/4/25,19.0,8,1
2018/4/26,18.9,8,1
2018/4/27,18.5,8,1
2018/4/28,20.1,8,1
2018/4/29,20.1,8,1
2018/4/30,20.8,8,1
2018/5/1,22.3,8,1
2018/5/2,20.4,8,1
2018/5/3,21.9,8,1
2018/5/4,18.0,8,1
2018/5/5,18.3,8,1
2018/5/6,21.0,8,1
2018/5/7,17.9,8,1
2018/5/8,12.9,8,1
2018/5/9,12.1,8,1
2018/5/10,12.1,8,1
2018/5/11,16.4,8,1
2018/5/12,18.8,8,1
2018/5/13,17.9,8,1
2018/5/14,21.1,8,1
2018/5/15,22.3,8,1
2018/5/16,23.5,8,1
2018/5/17,24.0,8,1
2018/5/18,23.4,8,1
2018/5/19,21.5,8,1
2018/5/20,16.8,8,1
2018/5/21,20.3,8,1
2018/5/22,21.0,8,1
2018/5/23,18.6,8,1
2018/5/24,20.7,8,1
2018/5/25,22.8,8,1
2018/5/26,21.4,8,1
2018/5/27,21.3,8,1
2018/5/28,21.6,8,1
2018/5/29,23.0,8,1
2018/5/30,21.1,8,1
2018/5/31,19.5,8,1
2018/6/1,21.7,8,1
2018/6/2,21.9,8,1
2018/6/3,22.5,8,1
2018/6/4,23.5,8,1
2018/6/5,23.2,8,1
2018/6/6,20.3,8,1
2018/6/7,22.2,8,1
2018/6/8,23.7,8,1
2018/6/9,25.7,8,1
2018/6/10,20.0,8,1
2018/6/11,18.9,8,1
2018/6/12,20.5,8,1
2018/6/13,21.5,8,1
2018/6/14,20.6,8,1
2018/6/15,17.6,8,1
2018/6/16,15.9,8,1
2018/6/17,18.7,8,1
2018/6/18,19.4,8,1
2018/6/19,22.7,8,1
2018/6/20,20.8,8,1
2018/6/21,21.2,8,1
2018/6/22,23.1,8,1
2018/6/23,20.6,8,1
2018/6/24,21.3,8,1
2018/6/25,26.2,8,1
2018/6/26,25.7,8,1
2018/6/27,27.7,8,1
2018/6/28,27.4,8,1
2018/6/29,28.2,8,1
2018/6/30,28.6,8,1
2018/7/1,28.1,8,1
2018/7/2,28.8,8,1
2018/7/3,28.4,8,1
2018/7/4,27.6,8,1
2018/7/5,26.7,8,1
2018/7/6,21.7,8,1
2018/7/7,25.0,8,1
2018/7/8,27.4,8,1
2018/7/9,27.3,8,1
2018/7/10,28.5,8,1
2018/7/11,29.0,8,1
2018/7/12,26.6,8,1
2018/7/13,29.1,8,1
2018/7/14,30.1,8,1
2018/7/15,29.7,8,1
2018/7/16,29.9,8,1
2018/7/17,29.9,8,1
2018/7/18,30.5,8,1
2018/7/19,29.9,8,1
2018/7/20,29.9,8,1
2018/7/21,30.5,8,1
2018/7/22,31.0,8,1
2018/7/23,32.2,8,1
2018/7/24,29.8,8,1
2018/7/25,28.1,8,1
2018/7/26,26.5,8,1
2018/7/27,25.4,8,1
2018/7/28,24.0,8,1
2018/7/29,27.9,8,1
2018/7/30,28.0,8,1
